1482.3753662616946	-1078.4876727242954
1481.1800537609379	-1080.1153582721017
1479.9051514178282	-1081.847169794608
1478.5991211432265	-1083.6204852238297
1477.180664112675	-1085.545900263358
1475.8742676293477	-1087.319093619939
1474.6435547373258	-1088.9895037752576
1473.0745850116946	-1091.1181658864953
1471.47851567599	-1093.283693232108
1469.767089895322	-1095.6104754549451
1467.9587402860052	-1097.9290789738297
1466.843627981376	-1100.1525897174142
1465.1916504420806	-1101.4608172536828
1463.941040089645	-1103.0531024117954
1462.263061575126	-1105.2520770193078
1460.936523489072	-1107.003053584136
1459.4335938006989	-1108.9874285818078
1457.6110840352485	-1111.392213740386
1455.8393555193325	-1113.7297381544486
1454.776245166664	-1116.2617205749266
1452.4216309108306	-1118.2408465519547
1450.9571533705457	-1120.1773699899204
1449.742431690218	-1121.782472527586
1447.9337158701383	-1124.1710223308764
1446.5611572770867	-1125.9849871760234
1445.2647705574054	-1127.698488152586
1443.549682668061	-1129.9637469393201
1442.329223684268	-1131.5756854219362
1440.8669434105977	-1133.5078143286519
1439.502563526621	-1135.309694209136
1438.2232666522032	-1136.9984149099328
1436.3450928240782	-1139.4786395207047
1435.212036184268	-1141.3900164728984
1433.640014699893	-1143.050416863989
1432.2944336438086	-1144.827882683836
1430.4666748548043	-1147.2417010436766
1429.2664795417804	-1149.5288104186766
1427.550781300757	-1151.0920428424142
1425.9240723158	-1153.2402361989953
1424.5195312997093	-1155.094972524792
1423.3099365746602	-1156.692140496336
1421.9648438001168	-1158.4692401075736
1419.9760742690414	-1161.0977801457047
1418.463989308104	-1163.095582878217
1416.8171387219336	-1165.2700213566422
1415.3229980963515	-1167.243898308836
1413.598144580843	-1169.5229510441422
1411.9998779793968	-1171.6346453791484
1410.9300537621602	-1174.1457537794486
1409.0461426280672	-1175.5358904958703
1407.4577637223992	-1177.633790888358
1405.4261475119274	-1180.3165301457047
1403.725708058104	-1182.5621356158517
1401.462402393925	-1185.5511492867954
1399.532592824893	-1188.0992449913174
1397.6630859877914	-1190.5681170569733
1395.4086914577056	-1193.5449237003922
1394.6824951685267	-1196.284547721967
1392.094360403018	-1197.9206561218016
1391.155639698496	-1200.7556170611642
1388.762329152727	-1202.318239128217
1387.678833058686	-1205.3376483083703
1385.5971680202638	-1206.467409054283
1383.6191406745347	-1209.0657977238297
1382.4052734887227	-1210.6645526047796
1380.530151418643	-1213.1350115905516
