1485.4283447765047	-1073.7904070992954
1484.791748096759	-1074.604371942114
1484.0952148953802	-1075.494386591483
1483.4505615746602	-1076.3173846402206
1482.622070362093	-1077.375245965086
1481.8565674338024	-1078.353029168211
1480.9230957530672	-1079.5446795597672
1480.2604980983888	-1080.3909930377267
1479.4176025902852	-1081.4670428410172
1478.6662598168477	-1082.4260272146203
1477.7392578629078	-1083.6097430353984
1476.5883789560176	-1085.0787371774204
1475.6157227073563	-1086.3198260441422
1474.465454152436	-1087.787599480711
1473.3955078639556	-1089.1529559236951
1472.6396484873258	-1090.116945185233
1471.5113525887718	-1091.5562762394547
1470.6801758318907	-1092.6160906925797
1470.1083984869183	-1094.0098895211704
1468.811645557871	-1094.9985369816422
1467.482666066615	-1096.692628778983
1466.6480713390047	-1097.755739131011
1465.4956055187504	-1099.2241229205392
1464.7440186057938	-1100.1816424475983
1464.2387695816578	-1101.6436785836704
1462.8188477065414	-1102.6313494797796
1461.7752686050953	-1103.9874285836704
1461.0572510273778	-1104.93042174913
1459.802490285132	-1106.5766619816422
1459.3674316909746	-1107.9412860041484
1458.057128956134	-1108.8684100280516
1457.4464111843845	-1109.6691912771203
1456.2069092307938	-1111.2957781916484
1455.5554199718172	-1112.149660026189
1454.2299805191578	-1113.8884295611642
1453.564941457822	-1114.761232291814
1452.6951904809102	-1115.9025897155516
1451.9785156756407	-1116.8431414756924
1451.042724659259	-1118.0721453800797
1450.4927979025524	-1119.8441180326045
1449.1138916531345	-1120.606569207739
1449.1138916531345	-1121.807863151189
1447.3835449730395	-1122.878419793211
1446.3723145041731	-1124.2069110083394
1445.7274170421297	-1125.0545672578737
1444.9105225125095	-1126.1276873731986
1443.826538137626	-1127.5531024099328
1443.826538137626	-1128.778932490386
1442.2590332533	-1129.6125506544486
1441.2014160658	-1131.0026873736642
1440.293335010414	-1132.196046746336
1439.1853027850157	-1133.651857293211
1438.3154297374422	-1134.7944354191422
1437.428344778309	-1135.959596550092
1436.368530325126	-1137.352296747733
1436.368530325126	-1138.424440300092
1435.552490285365	-1139.552003778983
1433.6018066909164	-1140.987916862592
1432.7553711441578	-1142.100221552886
1431.7388916526106	-1143.435914909467
1430.9095459481468	-1144.5257586627267
1430.1035156761063	-1145.585084832739
1429.4758301299298	-1146.409913931042
1428.4468994637718	-1147.7622088575736
1427.4793701678864	-1149.0330828814767
1427.4793701678864	-1150.048707879614
1425.9584961448563	-1151.032350459136
1425.9584961448563	-1152.131471552886
1424.5246582533582	-1152.9163836613297
1423.3961182147614	-1154.399171747733
1422.6489258325892	-1155.3808611989953
1421.7703857921879	-1156.535646354314
1421.7703857921879	-1157.5422381530516
1420.4448242702056	-1158.2774676461704
1419.7012939952547	-1159.2551287766546
1418.7595215343754	-1160.4935320978984
1417.9979248548043	-1161.4941424475983
1417.1093750511063	-1162.6623553410172
1416.3959961449727	-1163.599367058836
1414.9884033701965	-1165.4484881530516
1414.2861328633735	-1166.3714617853984
1413.4461670425953	-1167.4752215519547
1412.751709035947	-1168.388185418211
1411.9207764181774	-1169.4794940142892
1411.2707520028343	-1170.333986200858
1410.5971680192742	-1171.2187518212013
1409.7760010270867	-1172.29760924913
1409.2858887215843	-1173.7507342454046
